product_id,label,manufacturer,certificate_status,ingredients,cluster,umap_1,umap_2
Sirup_Marjan_Rasa_Melon,Sirup Marjan Rasa Melon,PT_Heinz_ABC_Indonesia;,NoCertificate,"Sugar,Melon_Concentrate_Flavor,Citric_acid,Sunset_Yellow_FCF,Brilliant_Blue_FCF",4,-4.7576127,4.661966
Sirup_Marjan_Rasa_Ros,Sirup Marjan Rasa Ros,PT_Heinz_ABC_Indonesia;,NoCertificate,"Sugar,Water,Rose_Flavor,Citric_acid,Sunset_Yellow_FCF,Erythrosine",1,-4.691619,5.6206684
Sirup_Rasa_Vanili,Sirup Rasa Vanili,PT_Heinz_ABC_Indonesia;,NoCertificate,"Sugar,Water,Vanilla_Flavor,Citric_acid,Sunset_Yellow_FCF",1,-4.387334,5.709599
So_Good_Chicken_Stick_Premium,So Good Chicken Stick Premium,PT_So_Good_Food_Manufacturing;,NoCertificate,"Chicken_Meat,Vegetable_Oil,Breadcrumb,Tartrazine,Battermix_Powder,Coriander_Powder,Omega_3",1,-1.378739,6.611703
Soba_Stir_Fry_Noodles,Soba Stir Fry Noodles,Ka_Me;,NoCertificate,"Water,Wheat_Flour,Buckwheat_Flour,Wheat_Gluten,Salt,Lactic_acid",1,-1.9138852,6.4376497
Soy_Ginger_Noodle_Bowl_Soy_Ginger_,Soy Ginger Noodle Bowl Soy Ginger ,Simply_Asia;,NoCertificate,"Water,Modified_Tapioca_Starch,Salt,Glucono_Delta_lactone_acidulant_,Guar_gum,Rice_Vinegar,Orange_Juice_Concentrate,Mango_Juice_Concentrate,Soybean_Oil,Onion,Rice_Wine,Garlic,Sesame_Oil,Natural_Flavor,Caramel_Color,Xanthan_gum,Citric_acid,Wheat_Flour,Ginger,Salt,Soy_Sauce,Saybean,Carrots,Extraction_Of_Paprika,Sauce,Sugar",0,3.3581038,6.6563354
Spinach_Noodles,Spinach Noodles,Amish_Wedding;,NoCertificate,"Durum_Wheat_Flour,Water,Spinach_Powder,Egg_Whites",1,-1.7866852,6.5966787
Sun_Kara_Santan_Kelapa_,Sun Kara Santan Kelapa ,PT_Riau_Sakti_United_Plantation;,NoCertificate,"Coconut,Water,Vegetable_Stabilizer",1,-2.042424,5.5542502
Susu_Jahe_Sidomuncul,Susu Jahe Sidomuncul,PT_Industri_Jamu_Farmasi_Sidomuncul;,NoCertificate,"Sugar,creamer,milk_powder,Ginger_Extract",1,-1.6057409,5.7586293
TEH_GELAS_Rasa_Teh_Melati_Original_Tea_,TEH GELAS Rasa Teh Melati Original Tea ,CS2_Pola_Sehat_PT_;,Renew,"Water,Sugar,Fructose_Syrup,Tea_Leaves,Jasmine_Flower,Potassium_sorbate,Natrium_Benzoat,Acidity_Regulator",1,-4.1538696,5.94143
Tango_Susu_Vanilla,Tango Susu Vanilla,PT_Ultra_Prima_Abadi;,NoCertificate,"Wheat_Flour,Sugar,Vegetable_Fat,milk_powder,Dextrose,Emulsifier,Salt,Egg_Powder,Artificial_Vanila_Flavour",7,-2.4714506,7.934853
Tango_Wafer_Kraffel_Original_Sweet,Tango Wafer Kraffel Original Sweet,PT_Ultra_Prima_Abadi;,NoCertificate,"Wheat_Flour,Whey_Oil,Sugar,Salt,milk_powder",7,-2.136406,7.0884027
Tao_Kae_Noi_Crispy_Seaweed_Big_Sheet,Tao Kae Noi Crispy Seaweed Big Sheet,PT_Nirwana_Lestari;,NoCertificate,"Seaweed,Vegetable_Oil,Pepper_Powder,Chili,Salt,Dinatrium_Inosinat",0,0.2603245,6.513677
Teriyaki_chicken_with_noodles,Teriyaki chicken with noodles,Asian_Favorites;,NoCertificate,"Wheat_Flour,Water,Wheat_Gluten,Modified_Tapioca_Starch,Rice_Bran_Oil,Salt,Soybean,Sugar,Chicken,Carrot,Shiitake_Mushroom,Modified_Corn_Starch,Garlic,Ginger,Sesame_Seeds,Yeast_Extract,Capsanthin",0,1.8349646,8.956469
Thai_Inspired_Rice_Noodles,Thai Inspired Rice Noodles,Ahold;,NoCertificate,"Rice_Flour,Brown_Sugar,Soybean_Oi,Wheat,Soybeans,Garlic,Molasses,Salt,Sweet_Soy_Sauce,Water,Soybean_Oil,Soy_Sauce",0,3.048599,8.023182
Thai_Rice_Stir_Fry_Noodles,Thai Rice Stir Fry Noodles,Ka_Me;,NoCertificate,"Water,Wheat_Flour,Rice_Flour,Canola_Oil,Wheat_Gluten,Salt,Lactic_acid",0,-1.0078714,7.3850083
Tim_Tam_Chocolate,Tim Tam Chocolate,PT_Arnott_s_Indonesia;,NoCertificate,"Sugar,Wheat_Flour,Vegetable_Fat,Cocoa_Powder,Whey_Powder,Fructose_Syrup,Caramel_Color_IV,Malt_Extract,Salt,Soy_Lecithin,Sodium_carbonate,Artificial_Vanila_Flavour,Gluten,Peanuts,Treenuts,Emulsifiers",7,-2.965564,10.223288
Toasted_Barley_Shaped_Premium_Enriched_Egg_Noodles,Toasted Barley Shaped Premium Enriched Egg Noodles,Manischewitz;,NoCertificate,"Durum_Flour_wheat_,Egg_Yolks_Or_Eggs,Niacin_vitamin_B3_,Ferrous_Sulfate_iron_,Thiamin_Mononitrate_vitamin_B1_,Riboflavin_vitamin_B2_,Folic_Acid",3,0.3731915,14.173196
Tong_Tji_Jasmine_Green_Tea,Tong Tji Jasmine Green Tea,Perusahaan_Teh_Dua_Burung;,NoCertificate,"Green_Tea_Leaves,Jasmine_Flower,Jasmine",6,18.102324,11.45619
Tropicana_Slim_Nutty_Chocolate,Tropicana Slim Nutty Chocolate,PT_Makindo_Perdana_;,NoCertificate,"Wheat_Flour,Sugar,Skimmed_Milk_Powder",7,-2.3933218,7.3994746
Twister_Minis_Black,Twister Minis Black,PT_Perusahaan_Industri_Ceres;,NoCertificate,"Wheat_Flour,Sugar,Vegetable_Oil,Whey_Powder,Skimmed_Milk_Powder,Maltodextrine,Salt",7,-2.4512458,8.803801
Ultra_Milk_Minuman_Susu_UHT_Rasa_Coklat,Ultra Milk Minuman Susu UHT Rasa Coklat,PT_Ultrajaya_Milk_Industry;,Development,"Fresh_Milk,Sugar,Skimmed_Milk_Powder,Cocoa_Powder,Vegetable_Stabilizer,Chocolate_Artificial_Flavor,Salt",7,-2.5572824,8.754338
Ultra_Milk_Plain,Ultra Milk Plain,PT_Ultrajaya_Milk_Industry_Trading_Co_Tbk;,NoCertificate,"Fresh_Milk,Sugar,Skim_Milk_Powder,Vegetable_Stabilizer,Salt",1,-1.9538666,6.2589784
Ultra_Milk_Rasa_Stroberi,Ultra Milk Rasa Stroberi,PT_Ultrajaya_Milk_Industry_Trading_Co_Tbk;,NoCertificate,"Fresh_Milk,Sugar,Skim_Milk_Powder,Vegetable_Stabilizer,Strawbery_Natural_Identical_Flavour,Raspbery_Identical_Flavour,Salt",1,-1.9295146,6.565618
Universal_King_Kong_Kripik_Singkong_BBQ_Flavor_,Universal King Kong Kripik Singkong BBQ Flavor ,Universal_Food;,NoCertificate,"Cassava,Palm_Oil,Sugar,Garlic_Powder,Salt",1,-1.0898356,6.42645
Vegetable_Mix_Noodles,Vegetable Mix Noodles,Amish_Wedding;,NoCertificate,"Durum_Wheat_Flour,Tomato_Puree,Water,Spinach_Powder,Egg_Whites,Natural_Flavors,Citric_acid,Extract_Of_Paprika,Tocopherol",7,-1.9246955,6.9596705
Wafer_Selamat_Chocolate,Wafer Selamat Chocolate,PT_General_Food_Industries_Bandung;,NoCertificate,"Wheat_Flour,Sugar,Vegetable_Oil,Cocoa_Powder,milk_powder,Emulsifier,Salt,raising_agent,nature_identical_vanilin_flavour",7,-2.47396,8.276358
Wall_s_Ice_Cream_Feast_Chocolate,Wall s Ice Cream Feast Chocolate,PT_Unilever_Indonesia_Tbk;,NoCertificate,"Water,Chocolate,Whey_Oil,Skimmed_Milk_Powder,Maltodextrine,chocolate_powder,Whey_Powder",7,-2.4899435,8.72564
Walls_Cornetto_Black_and_White,Walls Cornetto Black and White,PT_Unilever_Indonesia_Tbk;,Development,"Water,Wheat_Flour,Soya_Lecithin,Brown_HT,Chocolate_Sraying,Sugar,Skimmed_Milk_Powder,Whey_Powder,Potassium_sorbate,Vegetable_Oil,Glucose_Syrup,Lecithin,Maltodextrine,Cocoa_Powder,Emulsifier,White_Chocolate,Milk_Chocolate,Cream,Caramel_Color,Carcamine,Brilliant_Blue_FCF",7,-3.1740324,10.55133
Walls_Ice_Cream_Sandwich_Vanilla_Coklat,Walls Ice Cream Sandwich Vanilla Coklat,PT_Unilever_Indonesia_Tbk;,NoCertificate,"Milk,Milk_Chocolate,Vanilla,Sugar",7,-2.4979858,6.683923
Wide_Egg_Noodles,Wide Egg Noodles,American_Beauty_New_World_Pasta_Company;,NoCertificate,"Durum_Flour_wheat_,Niacin,Riboflavin,Folic_Acid,Thiamin_Mononitrate,Ferrous_Sulfate_iron_,Eggs",3,0.36070874,14.147843
Wong_Coco_Es_Bon_Bon,Wong Coco Es Bon Bon,PT_Keong_Nusantara_Abadi;,Development,"Sugar,Skimmed_Milk,Natural,Chocolate_Extract,Citric_acid,Chocolate_Flavour,Sodium_benzoate,Tartrazine,Allura_Red_AC,Brilliant_Blue_FCF,Water",7,-2.4918377,7.5777817
Wong_Coco_Sari_Kelapa,Wong Coco Sari Kelapa,PT_Keong_Nusantara_Abadi;,NoCertificate,"Nata_De_Coco,Water,Sugar,Cocopandan_Flavour,Citric_acid,Sodium_Benzoat",1,-4.354409,5.924504
Yakult,Yakult,PT_Yakult_Indonesia_Persada;,NoCertificate,"L_Casei_Shirota_Strain,Sugar,Skimmed_Milk_Powder",7,-2.390321,6.882019
Zona_Ekado_Prawn_Crisps_Ekado_Udang_Kering_,Zona Ekado Prawn Crisps Ekado Udang Kering ,PT_Zoneindo_Global;,NoCertificate,"Wheat_Flour,Dried_Shrimp,Spices,Vegetable_Oil",1,-1.8254381,6.376458
Zona_Emping_Pedas_Spicy_Oat_Nuts_,Zona Emping Pedas Spicy Oat Nuts ,PT_Zoneindo_Global;,NoCertificate,"Emping_Melinjo,Palm_Sugar,Spices,Vegetable_Oil",1,-1.8082685,6.215559
Zona_Kemplang_Ikan,Zona Kemplang Ikan,PT_Zoneindo_Global;,NoCertificate,"Tapioca_Flour,Fish,Salt,Sugar,Spices",1,-0.44323254,5.3092093
Zona_Keripik_Makaroni_Macaroni_Crisps_,Zona Keripik Makaroni Macaroni Crisps ,PT_Zoneindo_Global;,NoCertificate,"Wheat_Flour,Salt,Sugar,Palm_Oil",1,-1.9866751,6.3973293
Zona_Keripik_Pisang_Sale_Lidah_Banana_Crisps_,Zona Keripik Pisang Sale Lidah Banana Crisps ,PT_Zoneindo_Global;,NoCertificate,"Tapioca_Flour,Banana,Salt,Sugar,Spices",1,-3.0108514,2.8289726
Zona_Keripik_Tempe_Pedas_Soy_Bean_Crips_Spicy_,Zona Keripik Tempe Pedas Soy Bean Crips Spicy ,PT_Zoneindo_Global;,NoCertificate,"Soybean,Salt,Chili,Palm_Oil,Sugar,Water,Flavour_Enhacer",0,-1.164981,6.748016
Zona_Keripik_Tempe_Soy_Bean_Crips_,Zona Keripik Tempe Soy Bean Crips ,PT_Zoneindo_Global;,NoCertificate,"Soybean,Sugar,Water,Salt,Chili,Flavor_Enhancer,Yeast,Vegetable_Oil",0,-1.0512439,6.910118
Zona_Kerupuk_Cumi_Squid_Crackers_,Zona Kerupuk Cumi Squid Crackers ,PT_Zoneindo_Global;,NoCertificate,"Tapioca_Flour,Squid,Vegetable_Oil,Salt",1,-1.8308805,5.452285
Zona_Kerupuk_Fish_Ball_Fish_Ball_Cracker_Getes_,Zona Kerupuk Fish Ball Fish Ball Cracker Getes ,PT_Zoneindo_Global;,NoCertificate,"Tapioca_Flour,Fish,Vegetable_Oil,Salt,Spices",1,-0.64792174,5.957855
Zona_Spicy_Macaroni_Crisps_Makaroni_Pedas_,Zona Spicy Macaroni Crisps Makaroni Pedas ,PT_Zoneindo_Global;,NoCertificate,"Wheat_Flour,Salt,Sugar,Palm_Oil,Chili",1,-1.6407329,6.45619
Zona_Sunpia_Udang_Prawn_Spring_Rolls_,Zona Sunpia Udang Prawn Spring Rolls ,PT_Zoneindo_Global;,NoCertificate,"Wheat_Flour,Dried_Shrimp,Spices,Vegetable_Oil",1,-1.826026,6.403083
Zona_Telur_Gabus_Sweet_Cookies_,Zona Telur Gabus Sweet Cookies ,PT_Zoneindo_Global;,NoCertificate,"Tapioca_Flour,Salt,Sugar,Spices",1,-5.112307,0.5634659
a_capella_cappelletti,a capella cappelletti,;,NoCertificate,"beef_screed_wine_saupcudtage_of,beef_screed_wine_saupcudtage_of",1,1.1077747,4.9727626
a_capella_raviolis_nicois_daube_de_boeuf_cuisinee,a capella raviolis nicois daube de boeuf cuisinee,;,NoCertificate,"asparagus_green,Water,Citric_acid",1,-11.402547,15.193144
a_cote_puree_de_pomme,a cote puree de pomme,;,NoCertificate,apple,1,6.2963576,-12.677825
a_grade_trading_usa_ltd_viloe_aloe_aloe_vera_juice_drink,a grade trading usa ltd viloe aloe aloe vera juice drink,;,NoCertificate,"Water,aloe_juice,Citric_acid,Sugar",1,-4.8148446,5.394372
a_grade_trading_usa_ltd_viloe_aloe_vera_juice_drink,a grade trading usa ltd viloe aloe vera juice drink,;,NoCertificate,"Water,guava_flavour,Citric_acid,Sugar,aloe_juice",1,-4.7595587,5.386823
a_grade_trading_usa_ltd_viloe_aloe_vera_juice_drink_coconut,a grade trading usa ltd viloe aloe vera juice drink coconut,;,NoCertificate,"aloe_juice,Coconut,Coconut_Flavour,Sugar,Water,Citric_acid",1,-4.1400056,4.719814
a_grade_trading_usa_ltd_viloe_aloe_vera_juice_drink_mango,a grade trading usa ltd viloe aloe vera juice drink mango,;,NoCertificate,"mango_flavour,Sugar,Citric_acid,Water,aloe_juice",4,-4.7524476,4.430089
a_grade_trading_usa_ltd_viloe_aloe_vera_juice_drink_pulp_pomegranate,a grade trading usa ltd viloe aloe vera juice drink pulp pomegranate,;,NoCertificate,"Water,aloe_juice,Sugar,pomegranate_flavour,Citric_acid",1,-4.729326,5.4081874
a_l_kauffman_and_sons_co_kauffman_s_fruit_farm_market_apple_cider,a l kauffman and sons co kauffman s fruit farm market apple cider,;,NoCertificate,apple_decide,1,6.2920485,-12.6772995
a_l_olivier_azijn_van_paprikapulp_en_espelette,a l olivier azijn van paprikapulp en espelette,;,NoCertificate,"alcohol_vinegar,apple_pectin,crystal_sugar,espelette,Pepper",1,-4.62523,5.4316154
a_l_olivier_huile_de_noisette_25_cl,a l olivier huile de noisette 25 cl,;,NoCertificate,"distinguished,roasted,pastry,sheep_cheese,saturated,iosed_oil,olive_oil,raspberry,fat,salads,green_salad_duck,aliolivier_house,fruit,seasoning_raw_vegetable,Oil,wine_vinegar_shingles,flavour_exquisite,Vinegar,hazelnut_found",0,-0.09152218,8.205698
a_l_schutzman_company_inc_gk_snacks_dry_roasted_macadamias_salted,a l schutzman company inc gk snacks dry roasted macadamias salted,;,NoCertificate,"adamia_nut,Sea_Salt",1,-3.4827037,19.834286
a_la_table_de_mathilde_huile_dolive,a la table de mathilde huile dolive,;,NoCertificate,"dried_toto,purple_basil,green_basil,extra_virgin,olive_oil,basil,base,extract_basil",0,-5.595449,8.654646
a_lolivier_a_l_olivier_passionsfrugteddike_200_ml,a lolivier a l olivier passionsfrugteddike 200 ml,;,NoCertificate,"thickener,passion_fruit,crystal_sugar,juice,apple_pectin,alcohol_vinegar,Sugar",4,-4.5699368,4.446087
a_lolivier_preparation_a_base_de_vinaigre_et_de_pulpe_de_figue,a lolivier preparation a base de vinaigre et de pulpe de figue,;,NoCertificate,"alcohol_vinegar,crystal_sugar,apple_pectin,Sugar,pear,thickener,pear_puree",4,-4.621834,4.3460655
a_m_braswell_jr_food_co_inc_apple_jelly,a m braswell jr food co inc apple jelly,;,NoCertificate,"Pectin,Sugar,Citric_acid,Corn,apple_juice,Ascorbic_acid",4,-2.2127676,1.9603587
a_paesana_anchoiade_200g_paesana_corse_,a paesana anchoiade 200g paesana corse ,;,NoCertificate,"anchovy,Pepper,Lemon_Juice,surface,sunflower_oil,extra_virgin_olive_oil,Garlic",0,0.04962979,8.755166
a_paesana_creme_d_artichaut_rustique_a_paesana,a paesana creme d artichaut rustique a paesana,;,NoCertificate,"lemon_pepper_onditionne,artichoke,Garlic,extra_virgin_olive_oil,Salt",0,-0.3715568,8.740435
a_s_word_trading_ltd_banana_chips,a s word trading ltd banana chips,;,NoCertificate,"strawberry_powder,Banana,rice_oil",4,-8.913722,4.528088
a_s_world_trading_ltd_crispy_fruit_snack,a s world trading ltd crispy fruit snack,;,NoCertificate,"apple,strawberry,Sugar",4,-8.003808,4.394623
a_taste_of_thai_fish_sauce,a taste of thai fish sauce,;,NoCertificate,"Water,Sea_Salt,anchovy_fish,Sugar",1,-0.1941559,5.6039686
aarberg_sucre_cristalise_fin,aarberg sucre cristalise fin,;,NoCertificate,beet_sugar,1,-3.8718078,-2.2857528
aarberg_sucre_en_morceaux,aarberg sucre en morceaux,;,NoCertificate,beet_sugar,1,-3.871903,-2.2858067
aarberg_sucre_gelifiant,aarberg sucre gelifiant,;,NoCertificate,"Vegetable_Oil,gelling_agent,beet_sugar,pectin_acidifying,Oil,Potassium_sorbate,Citric_acid",7,-6.2256875,11.568946
aarberg_sucre_pour_patisserie_extrafin,aarberg sucre pour patisserie extrafin,;,NoCertificate,beet_sugar,1,-3.8720868,-2.2860403
aaron_s_best_beef_polish_sausage,aaron s best beef polish sausage,;,NoCertificate,"Salt,Beef,flavouring,Corn,Sodium_Phosphate,Sodium_ascorbate,Water,Starch,Paprika",0,6.089145,10.221794
abbaye_de_landevennec_pates_de_fruits,abbaye de landevennec pates de fruits,;,NoCertificate,"apple_puree,black_currant,Orange,Lemon,tartaric_acid_red_vegetable_dye,fruit_extract,Sugar,Glucose_Syrup,apricot",2,0.1294458,1.6357495
abbaye_de_sept_fons_germacafe_melange_cafe_et_cereales,abbaye de sept fons germacafe melange cafe et cereales,;,NoCertificate,"arabica_coffee,Oat,Cereal,thtnn,Wheat,Rice,Barley,algae_litho",1,-2.0668647,5.545265
abbaye_de_sept_fons_germalevure,abbaye de sept fons germalevure,;,NoCertificate,"wheat_germ,Soybean,beer_yeast,fibers_chicory",1,-1.5028975,6.43267
abbaye_de_sept_fons_nutrimalt_bio,abbaye de sept fons nutrimalt bio,;,NoCertificate,"Brown_Sugar,Wheat,rinealga,Soybean,barley_malt,Oat,Barley,refined_cocoa,Rice,extract_vanilla_bourbon,Cereal",7,-2.4991586,8.084925
abbaye_de_vauclair_blanche_abbaye_de_vauclair,abbaye de vauclair blanche abbaye de vauclair,;,NoCertificate,barley_wheat,1,-7.36184,5.8034663
abbaye_des_dombes_musculine,abbaye des dombes musculine,;,NoCertificate,"Orange_Flavour,Beef,Sugar,honey,vitamin_b1,quince,Orange_Flavour,Beef,Sugar,honey,vitamin_b1,quince",1,-2.7378092,2.938144
abbot_kinney_s_amande_banane_yaourt_alternatif,abbot kinney s amande banane yaourt alternatif,;,NoCertificate,"andeiui_ddel_banana_waser,concentrated_juice_ferment,agaricus,banana_segan",4,-4.2405562,15.69735
abfieri_torte_alfieri_tonda_farcita_nocciola_torta_330_torte_pronte_gr,abfieri torte alfieri tonda farcita nocciola torta 330 torte pronte gr,;,NoCertificate,"agenti,sesa",1,-4.283407,3.563382
abk_original_domior,abk original domior,;,NoCertificate,"fat_fully_hydrogenated_palm,Skimmed_Milk_Powder,ofwhich,Soy_Lecithin,powdered_milk,aromen,flavouring,Salt,fat,cocoa_tsw_sugar,carbohydrate,fully_hydrogenated,Polyglycerol_polyricinoleate,Sugar,sojalecithin,organic_candy_balls_cocoa,soy_lecithint_e476,balls",7,-2.8041964,9.74787
abricot_sec,abricot sec,;,NoCertificate,"Water,incinerated,Antioxidant,apricot,antioxi,pitted_dried_apricot,antioxidant_anhydride_llfureux,sulfites,turkey,apricot_dried,atool_anddry_origin,dioxidearicotslleux,denoyautes,sulfur_dioxide",1,-4.494344,2.9439716
abruzz_artichauts_grand_mere_en_quartier,abruzz artichauts grand mere en quartier,;,NoCertificate,"artichau,Parsley,sunflower_oil,Salt,Vinegar,sulfites,Mushroom,Citric_acid,Ascorbic_acid,Garlic,Antioxidant",0,0.7232859,7.5126543
academia_barilla_pesto_alla_genovese_sauce,academia barilla pesto alla genovese sauce,;,NoCertificate,"extra_virgin_olive_oil,Cheese,Lactic_acid,Salt,Fructose,Citric_acid,wine_vinegar,Milk,Garlic,cashews,sunflower_seed_oil,basil,pine_nut,extra_virgin_olive_oil,Cheese,Lactic_acid,Salt,Fructose,Citric_acid,wine_vinegar,Milk,Garlic,cashews,sunflower_seed_oil,basil,pine_nut",0,-0.37006116,10.078038
acai_berry_acai_berry,acai berry acai berry,;,NoCertificate,"guarana_extract_carboxymethylcetlutose,corn_glucose_syrup,Guar_gum,Citric_acid,fruit_vegetabte_juicesfor_cotour,berry,Sugar,guarana_flavour,Purified_Water",4,-4.2788305,6.4209323
acapulco_tortilla_bio_chips_paprika_chips,acapulco tortilla bio chips paprika chips,;,NoCertificate,"Corn,Sea_Salt,paprika_spices,sunflower_oil,Onion,rice_starch_mixture,Paprika,Paprika_Extract,Garlic,basic,extract,Glucose_Syrup,Corn,Sea_Salt,paprika_spices,sunflower_oil,Onion,rice_starch_mixture,Paprika,Paprika_Extract,Garlic,basic,extract,Glucose_Syrup",0,1.2538298,8.382377
acecook_ohricey_instant_reisbandnudeln_rindfleischgeschmack,acecook ohricey instant reisbandnudeln rindfleischgeschmack,;,NoCertificate,artrntaire,6,19.67673,10.959188
acetaia_malpighi_vanilla_balsamic,acetaia malpighi vanilla balsamic,;,NoCertificate,"Vanilla,acetified,white_grape",1,-2.3224716,4.179611
acetaia_san_giacomo_essenza_balsamic_riserva,acetaia san giacomo essenza balsamic riserva,;,NoCertificate,acetified_grape,1,-1.9621743,2.826017
acetificio_marcello_denigris_de_nigris_balsamic_glaze_raspberry,acetificio marcello denigris de nigris balsamic glaze raspberry,;,NoCertificate,"Glucose_Syrup,balsamic,Guar_gum,raspberry_flavour,xanthan_gutabilizer",4,-3.1904118,3.6932104
acetificio_marcello_denigris_de_nigris_fig_condiment_with_balsamic_vinegar,acetificio marcello denigris de nigris fig condiment with balsamic vinegar,;,NoCertificate,"fig,Caramel,balsamic_vinegar_ofwine_vinegar,concentrated_grape",1,-0.6820781,4.341215
ach_food_companies_inc_durkee_ground_ancho_chile_pepper,ach food companies inc durkee ground ancho chile pepper,;,NoCertificate,"ancho,Pepper,Silicon_dioxide",1,2.037616,4.9853845
achatz_catering_irene_s_sweet_balsamic_vinaigrette,achatz catering irene s sweet balsamic vinaigrette,;,NoCertificate,"Herbs,Sugar,Garlic,balsamic_vinegar,Canola_Oil",0,0.29001212,7.319507
acme_fresh_market_popcorn_sea_salt,acme fresh market popcorn sea salt,;,NoCertificate,"Sea_Salt,Corn,air_popped_popcorn,cottonseed,Vegetable_Oil,sunflower,Soybean,canola,safflower",0,-0.5667402,7.2037787
actibio_puree_de_pommes,actibio puree de pommes,;,NoCertificate,apple,1,6.296278,-12.678255
actilife_hair_nail_biotine_zinc_comprimes,actilife hair nail biotine zinc comprimes,;,NoCertificate,"agents,Silicon_dioxide,microcrystalline_celluloseb2,manganese_sulphate,Calcium_phosphate,Sodium_Potassium_and_Calcium_Salts_of_Fatty_Acids",7,-1.4795734,11.574603
actilife_pro_natal,actilife pro natal,;,NoCertificate,"agents,Hydroxypropylcellulose,b1,Glycerol,Cellulose,Titanium_dioxide,pantothenic_acid,B6,Sodium_Potassium_and_Calcium_Salts_of_Fatty_Acids,Iron_oxide,potassium_iodate,Calcium_phosphate,Niacin,folic_acid_biotin,dyes,B2",7,-1.5150491,11.5000105
actilife_vitamin_d3_comprimes,actilife vitamin d3 comprimes,;,NoCertificate,"vitamin,Sodium_Potassium_and_Calcium_Salts_of_Fatty_Acids,agent,Calcium_phosphate,vegetable_fat_hydrogenated_rapeseed",7,-1.4845158,11.533648
action_red_velvet_cake,action red velvet cake,;,NoCertificate,"Xanthan_gum,Whey_Powder,baking_mixture,cake,Egg_White,stabilizer,Mono_and_diglycerides_of_fatty_acids,Various_Esters_of_Mono_and_Diglycerides_of_Fatty_Acids,dye,ed_wheat_starch,glucose_syrupe472b,Egg,Milk,Gluten,fat,chaleul,Skimmed_Milk_Powder,Sugar,soy,sodium_carbonates,diphosphates,fully_hydrogenated_coconut_oil,wheat_starch,Wheat_Flour,Citric_acid,Potassium_phosphate,Glucose_Syrup",7,-3.5597348,10.383584
action_tropical_mix,action tropical mix,;,NoCertificate,"honey,Peanut,sultana,Mango,Sugar,Banana,coconut_chip,Pineapple,nut,chip_banana,ivfelange_tropical,Coconut_Oil,banana_chip,organic_honey",7,-1.58353,4.7508607
action_troppie,action troppie,;,NoCertificate,"shelfof_koelingl,brug_skarpe,bordo_tagliente_apertura_argento,fjern_sugeroret_bagsiden,anbefalet_daglig,suchu",6,18.733917,8.946676
adamba_imports_international_vavel_jam_bilberry,adamba imports international vavel jam bilberry,;,NoCertificate,"gelling_agent,Sugar,Water,thickening_agent,Citric_acid,Pectin,Locust_bean_gum,bilberries",7,-6.6400685,11.370752
adelholzener_active_o2_muscle_function_apfel_lemon_mg_,adelholzener active o2 muscle function apfel lemon mg ,;,NoCertificate,"active,lwasser,saccharin_k",6,23.198353,11.634642
adelie_bijou_madeleines_nature_mini_cones,adelie bijou madeleines nature mini cones,;,NoCertificate,"Sodium_Bicarbonate,stabilizer,Salt,vegetable_fat_copra,Cocoa_Butter,Cream,aroma,chocolate_black,aroma_vanilla,butyric_fat,Skimmed_Milk_Powder,Lecithin,seed_carob_bean,wafer,fatty_acid_origin,sunflower_seed,Peanut,chocolate_powder,chocolate_white_chocolate,mini_cones_ice_cream_coated_chocolate_white_chocolate,apricot,aroma_nucleus_apricot,Wheat_Flour,nut,apricot_kernels,sugarlecithin,Guar_gum,reconstituted_skim_milk,Egg_White,Ammonium_Bicarbonate,concentrated_whey,milk_concentrate,Sugar,lactosesoybean_lecithin",7,-3.7784574,11.199934
adelie_intermarche_tarte_tatin_pate_sablee_pur_beurre,adelie intermarche tarte tatin pate sablee pur beurre,;,NoCertificate,"Caramel,Egg,Citric_acid,Wheat_Flour,applesauce,baking_powders,Water,carbonate_acid_sodium,concentrated_butter,Salt,disodium_diphosphate,Sugar,apple,ascorbic_sugar_apple",7,-3.7516108,9.19184
admiral_anchovy_paste_with_olive_oil,admiral anchovy paste with olive oil,;,NoCertificate,"anchovy,olive_oil,Vinegar,Salt",0,-6.3288393,8.621269
adnams_adnams_southwold_dry_hopped_lager,adnams adnams southwold dry hopped lager,;,NoCertificate,"beer,malt_barley",6,11.977455,18.006102
adrien_delbos_aiguillettes_de_canard,adrien delbos aiguillettes de canard,;,NoCertificate,"aiguillettes,fat,Salt,hedge,protein,duck,heart,saturated_fatty_acid,qdont",1,-3.1373792,5.2152176
aduna_aduna_cacao_energy_bar,aduna aduna cacao energy bar,;,NoCertificate,"bean_cocoa_hibiscus_water,bean_cocoa_hibiscus_water",1,-2.2371662,4.901075
aduna_baobab,aduna baobab,;,NoCertificate,"ajr,air",6,18.634243,10.02597
afchain_boite_betises_violette,afchain boite betises violette,;,NoCertificate,acid_dyes,1,-3.7933807,5.2677846
afchain_metal_box_help_yourself_hard_candies_mint_flavor_400g,afchain metal box help yourself hard candies mint flavor 400g,;,NoCertificate,"ain,arched",6,19.058853,-0.82063866
affaires_patissieres_tarticitron,affaires patissieres tarticitron,;,NoCertificate,amibn_lensuune_cfxils,6,21.537264,6.3901258
affligem_cuvee_carmin,affligem cuvee carmin,;,NoCertificate,"flavouring,concentrate_carrot,malt_barley,Sugar,Glucose_Syrup,strawberry,blueberry,Fructose,beer",2,-0.32732603,1.3436663
